Municipio,Data,Precipitacao,DiaSemChuva,Mes,DiaSemana,Estacao_Seca,Municipio_Freq,Latitude,Longitude,media_focos_mes_hist,prob_fogo,percentil,risco
RIALMA,2026-06-21,0.0,4,6,6,1,0.0012478531756755,-15.319958184167618,-49.53010326892392,1.5483870967741935,0.32082423571088026,0.5163934426229508,BAIXO
FAZENDA NOVA,2026-06-21,0.3,0,6,6,1,0.0038077981224609,-16.080235263157753,-50.93137671149489,2.647058823529412,0.31690164330175635,0.5122950819672131,BAIXO
MAURILÂNDIA,2026-06-21,0.0,1,6,6,1,0.0023303104274746,-18.03750092993941,-50.36063856125698,4.36,0.31683329898600276,0.5081967213114754,BAIXO
UIRAPURU,2026-06-21,0.0,5,6,6,1,0.0023568919152404,-14.1658704952681,-49.9660646641288,1.8823529411764703,0.316187873925191,0.5040983606557377,BAIXO
VICENTINÓPOLIS,2026-06-21,0.0,1,6,6,1,0.0018865472567166,-17.717102371829977,-49.92046965643163,4.85,0.31185499625489943,0.5,BAIXO
CAÇU,2026-06-21,0.0,1,6,6,1,0.0017366572007035,-18.69115169498673,-51.169522816602274,4.6,0.30844124461911937,0.4959016393442623,BAIXO
SÃO FRANCISCO DE GOIÁS,2026-06-21,0.0,4,6,6,1,0.000774555018511,-15.930856959393246,-49.25922517675899,2.2580645161290325,0.30732366471756156,0.4918032786885246,BAIXO
ITAPURANGA,2026-06-21,0.2,0,6,6,1,0.0018466750250678,-15.577224810549591,-49.933817512866845,2.2222222222222223,0.30592028228266355,0.48770491803278687,BAIXO
SIMOLÂNDIA,2026-06-21,0.0,4,6,6,1,0.0011799227069405,-14.434586326028946,-46.58882654789143,2.5789473684210527,0.29939780361758594,0.48360655737704916,BAIXO
PEROLÂNDIA,2026-06-21,0.0,1,6,6,1,0.0024462352491202,-17.53130275403183,-52.205615580294655,2.4074074074074074,0.29877460074893447,0.47950819672131145,BAIXO
APARECIDA DE GOIÂNIA,2026-06-21,0.1,0,6,6,1,0.0013357197602349,-16.80602601231046,-49.24588428522596,1.7731958762886595,0.29852634022002783,0.47540983606557374,BAIXO
CHAPADÃO DO CÉU,2026-06-21,0.1,0,6,6,1,0.0062939056032299,-18.41837474627293,-52.650980123044505,15.272727272727272,0.29837779233689854,0.4713114754098361,BAIXO
INDIARA,2026-06-21,0.2,0,6,6,1,0.0023591070392209,-17.22357364537349,-49.96111627583188,2.575,0.2976078667740595,0.4672131147540984,BAIXO
HIDROLINA,2026-06-21,0.0,4,6,6,1,0.0009628405568526,-14.78351237067298,-49.29993852784245,2.740740740740741,0.297155445126904,0.46311475409836067,BAIXO
TRINDADE,2026-06-21,0.1,0,6,6,1,0.0016598662360465,-16.650075769653657,-49.51836291274552,1.6708860759493671,0.2865046845285963,0.45901639344262296,BAIXO
GAMELEIRA DE GOIÁS,2026-06-21,0.0,5,6,6,1,0.0005648566150247,-16.393084698423134,-48.71174726623623,2.0303030303030303,0.2864772067394043,0.45491803278688525,BAIXO
PILAR DE GOIÁS,2026-06-21,0.0,4,6,6,1,0.0022653334573802,-14.563053642806697,-49.51029317946296,1.4210526315789471,0.28560351397204375,0.45081967213114754,BAIXO
CAMPOS VERDES,2026-06-21,0.0,4,6,6,1,0.0009022938347192,-14.200869051269477,-49.67078102066461,3.28,0.28203246376928415,0.44672131147540983,BAIXO
MATRINCHÃ,2026-06-21,0.2,0,6,6,1,0.0013534407520788,-15.332925918372275,-50.75330754036656,3.5454545454545454,0.28187709185911325,0.4426229508196721,BAIXO
GUARINOS,2026-06-21,0.0,4,6,6,1,0.0012316089331519,-14.677563689499642,-49.737239130745,2.75,0.2767828614463131,0.4385245901639344,BAIXO
ITAPIRAPUÃ,2026-06-21,0.1,0,6,6,1,0.0013726384932431,-15.75718984044679,-50.7465760866374,2.4242424242424243,0.2760197276442056,0.4344262295081967,BAIXO
SANTA RITA DO ARAGUAIA,2026-06-21,0.1,0,6,6,1,0.0016871860984725,-17.30441364463477,-53.10068255768836,2.236842105263158,0.2697965844949778,0.430327868852459,BAIXO
MONTIVIDIU,2026-06-21,0.0,1,6,6,1,0.0017492095699262,-17.302834146829042,-51.19610715003383,1.625,0.2692816742115635,0.4262295081967213,BAIXO
ARENÓPOLIS,2026-06-21,0.5,0,6,6,1,0.0016960465943945,-16.361902054815086,-51.55715988814804,2.2413793103448274,0.26799256088838996,0.42213114754098363,BAIXO
ALTO HORIZONTE,2026-06-21,0.0,4,6,6,1,0.0009111543306412,-14.162393972965113,-49.45279801107309,2.4705882352941178,0.2644092528791649,0.4180327868852459,BAIXO
ESTRELA DO NORTE,2026-06-21,0.0,3,6,6,1,0.0006290952104589,-13.815008598965576,-49.04348551590312,3.269230769230769,0.263058316945907,0.4139344262295082,BAIXO
BRITÂNIA,2026-06-21,0.5,0,6,6,1,0.0024949679766909,-15.098256086081884,-51.20240394542521,1.631578947368421,0.26297063916671926,0.4098360655737705,BAIXO
PROFESSOR JAMIL,2026-06-21,0.0,7,6,6,1,0.0010381547721892,-17.327766046172016,-49.24779400353557,2.333333333333333,0.2592489296091972,0.4057377049180328,BAIXO
PALESTINA DE GOIÁS,2026-06-21,1.1,0,6,6,1,0.0016318079989603,-16.713753711842983,-51.42754199497641,2.933333333333333,0.2577145512172895,0.4016393442622951,BAIXO
CACHOEIRA ALTA,2026-06-21,0.0,1,6,6,1,0.0012825567847032,-18.461936889018936,-50.98679602687277,3.4827586206896552,0.2553084542742807,0.3975409836065574,BAIXO
JAUPACI,2026-06-21,0.3,0,6,6,1,0.0010263407776266,-16.20973022325548,-51.05550430467066,4.142857142857143,0.2542987903946984,0.39344262295081966,BAIXO
DIORAMA,2026-06-21,0.6,0,6,6,1,0.0011001782436429,-16.22661972062711,-51.389931230721885,4.384615384615385,0.250422544012281,0.38934426229508196,BAIXO
INHUMAS,2026-06-21,0.3,0,6,6,1,0.0011282364807291,-16.318242778189063,-49.50186836687853,1.9130434782608696,0.2502564190037806,0.38524590163934425,BAIXO
IVOLÂNDIA,2026-06-21,1.2,0,6,6,1,0.0014804411936269,-16.679987246814406,-50.98325370232422,3.4878048780487805,0.24916981089469425,0.38114754098360654,BAIXO
MOSSÂMEDES,2026-06-21,0.2,0,6,6,1,0.002096984034863,-16.138102134284225,-50.1950255261411,1.875,0.24914993036437225,0.3770491803278688,BAIXO
JANDAIA,2026-06-21,0.3,0,6,6,1,0.0011570330924755,-17.140823818775164,-50.18439081477384,3.55,0.24542214289631312,0.3729508196721312,BAIXO
GOIANÁPOLIS,2026-06-21,0.1,0,6,6,1,0.0013534407520788,-16.52798048733482,-49.09369703759325,1.7692307692307692,0.24371342311155852,0.36885245901639346,BAIXO
OUVIDOR,2026-06-21,0.0,5,6,6,1,0.0006859500592914,-18.22269684670895,-47.73785347238525,1.36,0.24226796917177704,0.36475409836065575,BAIXO
ARAGARÇAS,2026-06-21,0.1,0,6,6,1,0.0016207323790579,-15.9954744133776,-52.195114826594455,1.809523809523809,0.2418068203552879,0.36065573770491804,BAIXO
SANTO ANTÔNIO DA BARRA,2026-06-21,0.1,0,6,6,1,0.0012611439195585,-17.55961474151254,-50.63551540775774,3.2962962962962963,0.241781100890548,0.35655737704918034,BAIXO
PANAMÁ,2026-06-21,0.0,1,6,6,1,0.0011511260951942,-18.199317807602675,-49.40058551258638,2.875,0.23697123316975613,0.3524590163934426,BAIXO
CASTELÂNDIA,2026-06-21,0.0,1,6,6,1,0.0014516445818805,-18.147960130853747,-50.30679359237395,2.7222222222222223,0.23577459344682222,0.3483606557377049,BAIXO
ABADIA DE GOIÁS,2026-06-21,0.0,5,6,6,1,0.0004105363110506,-16.78893560640398,-49.43279950787229,1.7179487179487178,0.2357594882875445,0.3442622950819672,BAIXO
PORTELÂNDIA,2026-06-21,0.1,0,6,6,1,0.001209457693347,-17.363742774222114,-52.70044038012558,2.230769230769231,0.23421467933188922,0.3401639344262295,BAIXO
IPORÁ,2026-06-21,0.5,0,6,6,1,0.0012958475285861,-16.39958999360689,-51.174760035598624,1.6444444444444444,0.23287966778855096,0.3360655737704918,BAIXO
ALEXÂNIA,2026-06-21,0.8,0,6,6,1,0.0011895215775226,-16.07491682926853,-48.49287370127031,1.9056603773584904,0.2307454249312096,0.3319672131147541,BAIXO
PETROLINA DE GOIÁS,2026-06-21,0.1,0,6,6,1,0.0007716015198704,-16.11674724559263,-49.318512368591655,3.56,0.22813931272359594,0.32786885245901637,BAIXO
GOIANDIRA,2026-06-21,0.0,7,6,6,1,0.0006940721805532,-18.109377022796597,-48.1276924891904,1.5555555555555556,0.2267326215420378,0.3237704918032787,BAIXO
PONTALINA,2026-06-21,0.0,1,6,6,1,0.0014390922126578,-17.54112629308756,-49.56409835329973,1.3846153846153846,0.22357352839568762,0.319672131147541,BAIXO
INACIOLÂNDIA,2026-06-21,0.0,1,6,6,1,0.0013017545258674,-18.422363375480977,-49.93462547993578,7.142857142857143,0.2181368264725793,0.3155737704918033,BAIXO
MAIRIPOTABA,2026-06-21,0.1,0,6,6,1,0.0006999791778345,-17.295161367113327,-49.44670063542476,3.347826086956522,0.2149046057894572,0.3114754098360656,BAIXO
AURILÂNDIA,2026-06-21,0.5,0,6,6,1,0.00081516562482,-16.694217641941965,-50.54701395836094,3.333333333333333,0.21236310840679526,0.3073770491803279,BAIXO
URUANA,2026-06-21,0.2,0,6,6,1,0.0009901604192786,-15.537768557761284,-49.65225244233562,2.5294117647058822,0.21045506555160232,0.30327868852459017,BAIXO
LEOPOLDO DE BULHÕES,2026-06-21,0.1,0,6,6,1,0.0009037705840395,-16.556636131106096,-48.89337232999825,1.9428571428571428,0.19841390347139945,0.29918032786885246,BAIXO
VIANÓPOLIS,2026-06-21,0.5,0,6,6,1,0.0007620026492882,-16.848283967930477,-48.46851922795139,2.1052631578947367,0.19832289378409293,0.29508196721311475,BAIXO
CERES,2026-06-21,0.0,5,6,6,1,0.0003994606911482,-15.280732075215544,-49.628100932957885,2.357142857142857,0.19799674585493626,0.29098360655737704,BAIXO
APARECIDA DO RIO DOCE,2026-06-21,0.0,5,6,6,1,0.0009613638075323,-18.2275046528764,-51.298408339959074,1.3571428571428572,0.19433102243788003,0.28688524590163933,BAIXO
CARMO DO RIO VERDE,2026-06-21,0.1,0,6,6,1,0.0007354211615224,-15.426910428711976,-49.742093983937615,2.5217391304347827,0.18951563406508645,0.2827868852459016,BAIXO
TEREZÓPOLIS DE GOIÁS,2026-06-21,0.1,0,6,6,1,0.0007612642746281,-16.451781768427683,-49.07980840150495,2.125,0.18672298272208854,0.2786885245901639,BAIXO
RIO QUENTE,2026-06-21,0.0,5,6,6,1,0.0006002985987125,-17.794891918495523,-48.787827332868765,1.8571428571428568,0.18669479500331915,0.27459016393442626,BAIXO
CACHOEIRA DOURADA,2026-06-21,0.0,1,6,6,1,0.0009392125677274,-18.46651639403071,-49.55177475564167,2.5,0.18564547789217944,0.27049180327868855,BAIXO
HEITORAÍ,2026-06-21,0.0,4,6,6,1,0.0004681295345433,-15.737018243255712,-49.79072401383959,1.8,0.18436585463719868,0.26639344262295084,BAIXO
VARJÃO,2026-06-21,0.0,2,6,6,1,0.0008159039994801,-17.057239672517852,-49.63849902778105,1.9166666666666667,0.18425977283730494,0.26229508196721313,BAIXO
ARAGOIÂNIA,2026-06-21,0.0,7,6,6,1,0.0003322685970733,-16.91901903566752,-49.41650422930775,1.4666666666666666,0.17884545299559174,0.2581967213114754,BAIXO
CRISTIANÓPOLIS,2026-06-21,0.0,6,6,6,1,0.0005449204992003,-17.206932724384384,-48.69296888350953,1.4615384615384617,0.17854748790274738,0.2540983606557377,BAIXO
MARZAGÃO,2026-06-21,0.0,5,6,6,1,0.0003824780739644,-17.955558865377707,-48.675183437794566,2.111111111111111,0.1775531866895413,0.25,BAIXO
NERÓPOLIS,2026-06-21,0.1,0,6,6,1,0.0010041895378217,-16.425056587028248,-49.17034091583095,1.8571428571428568,0.17666471937094025,0.2459016393442623,BAIXO
IPIRANGA DE GOIÁS,2026-06-21,0.1,0,6,6,1,0.0008085202528785,-15.155239440421736,-49.6667347648474,1.8928571428571428,0.17534906140394438,0.24180327868852458,BAIXO
BURITINÓPOLIS,2026-06-21,0.0,5,6,6,1,0.0005914381027906,-14.42314966215634,-46.33303829144667,1.6,0.16747794171843716,0.23770491803278687,BAIXO
DAMIANÓPOLIS,2026-06-21,0.0,4,6,6,1,0.0008934333387973,-14.591784557452115,-46.16138493743546,1.1428571428571428,0.16316116634049624,0.2336065573770492,BAIXO
EDEALINA,2026-06-21,0.0,1,6,6,1,0.0006482929516231,-17.41358594607326,-49.76627082483966,1.75,0.16101248535477128,0.22950819672131148,BAIXO
CUMARI,2026-06-21,0.0,5,6,6,1,0.0004880656503677,-18.301979326576244,-48.12847505289865,1.2941176470588236,0.1573698517793257,0.22540983606557377,BAIXO
CACHOEIRA DE GOIÁS,2026-06-21,0.8,0,6,6,1,0.0008033516302574,-16.743051878299504,-50.687902715799886,1.9047619047619049,0.15670573706775023,0.22131147540983606,BAIXO
SÃO LUÍS DE MONTES BELOS,2026-06-21,0.1,0,6,6,1,0.0005833159815288,-16.469151982594024,-50.3923408472066,2.25,0.1549849583945806,0.21721311475409835,BAIXO
DAVINÓPOLIS,2026-06-21,0.4,0,6,6,1,0.0007597875253077,-18.113605118464037,-47.53297332981958,2.357142857142857,0.1547757228902862,0.21311475409836064,BAIXO
GOIANIRA,2026-06-21,0.3,0,6,6,1,0.0006224498385174,-16.508575399186565,-49.41469315151372,1.4594594594594594,0.1529039754946004,0.20901639344262296,BAIXO
MOIPORÁ,2026-06-21,0.1,0,6,6,1,0.0005818392322084,-16.48291057823502,-50.79468243580173,2.4615384615384617,0.15190100008618204,0.20491803278688525,BAIXO
TURVÂNIA,2026-06-21,0.2,0,6,6,1,0.0005109552648328,-16.5749332857626,-50.13386843949185,2.9166666666666665,0.15107708001958756,0.20081967213114754,BAIXO
AMORINÓPOLIS,2026-06-21,0.9,0,6,6,1,0.0004725597825043,-16.66506804069733,-51.10984947764403,2.1875,0.1448929392963046,0.19672131147540983,BAIXO
BURITI ALEGRE,2026-06-21,0.0,5,6,6,1,0.0005065250168718,-18.058745550168023,-49.05309547296925,1.1666666666666667,0.14460181047778833,0.19262295081967212,BAIXO
NOVA VENEZA,2026-06-21,0.0,5,6,6,1,0.0002525241337757,-16.37386734685885,-49.29800513158261,1.6,0.14111116648202282,0.1885245901639344,BAIXO
CATURAÍ,2026-06-21,0.2,0,6,6,1,0.0004157049336718,-16.46434919145576,-49.55619428460128,2.125,0.13903278678490824,0.18442622950819673,BAIXO
TRÊS RANCHOS,2026-06-21,0.0,5,6,6,1,0.0001469365573724,-18.316873966288444,-47.74838358478794,2.3125,0.13270939772927254,0.18032786885245902,BAIXO
AVELINÓPOLIS,2026-06-21,0.1,0,6,6,1,0.0003972455671677,-16.51911947366258,-49.76146747111399,2.125,0.13261981869004522,0.1762295081967213,BAIXO
PALMINÓPOLIS,2026-06-21,0.0,5,6,6,1,0.0003160243545497,-16.802402853215252,-50.18205094632173,2.142857142857143,0.1320779396808042,0.1721311475409836,BAIXO
ITAUÇU,2026-06-21,0.1,0,6,6,1,0.0005353216286182,-16.19395275886309,-49.59347382261099,1.8,0.1306048940829716,0.1680327868852459,BAIXO
CROMÍNIA,2026-06-21,0.1,0,6,6,1,0.0004969261462897,-17.253757641416556,-49.343018999846976,1.933333333333333,0.12772414760180686,0.16393442622950818,BAIXO
NOVA AMÉRICA,2026-06-21,0.0,4,6,6,1,0.0003160243545497,-15.06192828329916,-49.9617065714417,2.5,0.12433957686431109,0.1598360655737705,BAIXO
ISRAELÂNDIA,2026-06-21,0.1,0,6,6,1,0.0006217114638572,-16.357079235135966,-50.868874162608,2.0,0.11911855082977724,0.1557377049180328,BAIXO
OURO VERDE DE GOIÁS,2026-06-21,0.0,5,6,6,1,0.0001971460342635,-16.27053798049984,-49.21511768318319,1.4,0.11649879190490252,0.15163934426229508,BAIXO
BONFINÓPOLIS,2026-06-21,0.1,0,6,6,1,0.0004171816829921,-16.593720196431793,-49.00153550440518,1.375,0.11483042933185143,0.14754098360655737,BAIXO
CALDAZINHA,2026-06-21,0.0,6,6,6,1,0.00022668102067,-16.743499656574723,-48.98542839082745,1.25,0.114462272300671,0.14344262295081966,BAIXO
JOVIÂNIA,2026-06-21,0.0,1,6,6,1,0.0003374372196945,-17.796625241812514,-49.645908107666806,1.8888888888888888,0.11196098384196881,0.13934426229508196,BAIXO
FIRMINÓPOLIS,2026-06-21,0.1,0,6,6,1,0.0003101173572684,-16.632875809432132,-50.31542780810252,2.2,0.11127324242363848,0.13524590163934427,BAIXO
NAZÁRIO,2026-06-21,0.0,1,6,6,1,0.000457792289301,-16.599868890591072,-49.81683600889826,1.3333333333333333,0.10934252111141374,0.13114754098360656,BAIXO
SÃO JOÃO DA PARAÚNA,2026-06-21,0.2,0,6,6,1,0.0003381755943546,-16.83029448609981,-50.38551384054304,1.8571428571428568,0.10907352178759357,0.12704918032786885,BAIXO
SÃO MIGUEL DO PASSA QUATRO,2026-06-21,0.1,0,6,6,1,0.0004127514350311,-17.005010859807335,-48.6779096365864,1.181818181818182,0.10844971999420423,0.12295081967213115,BAIXO
LAGOA SANTA,2026-06-21,0.0,1,6,6,1,0.0002879661174635,-19.18411260260326,-51.28965509319911,1.75,0.10561162105382349,0.11885245901639344,BAIXO
MORRO AGUDO DE GOIÁS,2026-06-21,0.1,0,6,6,1,0.0002894428667839,-15.304498898497632,-49.98811127634744,2.6666666666666665,0.1026882034536866,0.11475409836065574,BAIXO
DAMOLÂNDIA,2026-06-21,0.0,5,6,6,1,4.504085426994682e-05,-16.248604825879593,-49.32391944079821,1.4285714285714286,0.10085293388305057,0.11065573770491803,BAIXO
SÃO PATRÍCIO,2026-06-21,0.5,0,6,6,1,0.0001831169157204,-15.354159533666005,-49.800363421788425,4.5,0.09824630449865204,0.10655737704918032,BAIXO
PARANAIGUARA,2026-06-21,0.0,1,6,6,1,0.0004171816829921,-18.80418019132733,-50.7270395812168,17.666666666666668,0.09710570281273935,0.10245901639344263,BAIXO
SANCLERLÂNDIA,2026-06-21,0.1,0,6,6,1,0.0003374372196945,-16.31910344708521,-50.396968692158616,1.5,0.09542387048149413,0.09836065573770492,BAIXO
ITAGUARU,2026-06-21,0.4,0,6,6,1,0.000186070414361,-15.78281026598368,-49.60758994825582,5.555555555555555,0.09511459263176172,0.0942622950819672,BAIXO
SANTO ANTÔNIO DE GOIÁS,2026-06-21,0.4,0,6,6,1,0.0003182394785302,-16.459177028614274,-49.28880054422419,1.625,0.09366415672803391,0.09016393442622951,BAIXO
SANTA BÁRBARA DE GOIÁS,2026-06-21,0.0,1,6,6,1,0.0001602273012553,-16.595488741575974,-49.68567213368231,2.0,0.09310482042522004,0.0860655737704918,BAIXO
CAMPO LIMPO DE GOIÁS,2026-06-21,0.4,0,6,6,1,0.0002665532523188,-16.299018349281013,-49.110030575894335,1.5625,0.09144018016721528,0.08196721311475409,BAIXO
ITAGUARI,2026-06-21,0.1,0,6,6,1,0.0002813207455221,-15.958521857049124,-49.62738930061074,1.3333333333333333,0.08844304408953707,0.0778688524590164,BAIXO
CAMPESTRE DE GOIÁS,2026-06-21,0.2,0,6,6,1,0.0002392333898928,-16.796398326655236,-49.67954670252682,2.0,0.087739326104637,0.07377049180327869,BAIXO
BRAZABRANTES,2026-06-21,0.5,0,6,6,1,0.0002414485138733,-16.38638492779754,-49.3872036236477,1.1428571428571428,0.08277560235254952,0.06967213114754098,BAIXO
SANTA ROSA DE GOIÁS,2026-06-21,0.1,0,6,6,1,8.934333387973059e-05,-16.05154736618163,-49.49362956819317,1.6666666666666667,0.08168179399235032,0.06557377049180328,BAIXO
RIANÁPOLIS,2026-06-21,0.0,4,6,6,1,0.0004452399200783,-15.471388795648876,-49.44433543377273,1.0,0.08050388633864705,0.06147540983606557,BAIXO
ANHANGUERA,2026-06-21,0.1,0,6,6,1,8.122121261793689e-05,-18.298455841186364,-48.23644304764,9.0,0.07325072095142614,0.05737704918032787,BAIXO
NOVA AURORA,2026-06-21,0.2,0,6,6,1,9.525033116103507e-05,-18.08032677087066,-48.312556451501656,1.5,0.07103649812570291,0.05327868852459016,BAIXO
AMERICANO DO BRASIL,2026-06-21,0.0,5,6,6,1,0.0002850126188229,-16.26768690474456,-50.03356390050078,1.0,0.06688873654518923,0.04918032786885246,BAIXO
BURITI DE GOIÁS,2026-06-21,0.2,0,6,6,1,0.0004459782947384,-16.117288760460852,-50.42866144294369,1.0,0.05993626209544055,0.045081967213114756,BAIXO
NOVO BRASIL,2026-06-21,0.5,0,6,6,1,0.0004157049336718,-16.06446829111038,-50.5877548005677,1.0,0.05752006731317512,0.040983606557377046,BAIXO
TAQUARAL DE GOIÁS,2026-06-21,0.1,0,6,6,1,0.0003042103599871,-16.03498818375823,-49.60400920317701,1.0,0.05689052265512546,0.036885245901639344,BAIXO
PALMELO,2026-06-21,0.0,6,6,6,1,0.0001122329483447,-17.29286227354363,-48.39789764949551,1.0,0.05685970402031964,0.03278688524590164,BAIXO
CÓRREGO DO OURO,2026-06-21,0.6,0,6,6,1,0.0003691873300815,-16.371262238930456,-50.57972804506588,1.0,0.05401896358752527,0.028688524590163935,BAIXO
ARAÇU,2026-06-21,0.1,0,6,6,1,0.0001417679347513,-16.334093281250002,-49.70501984375,1.0,0.05091557049628464,0.02459016393442623,BAIXO
ADELÂNDIA,2026-06-21,0.1,0,6,6,1,0.0001786866677594,-16.353762350998142,-50.17813605937417,1.0,0.05010546027968047,0.020491803278688523,BAIXO
JESÚPOLIS,2026-06-21,0.2,0,6,6,1,9.67270804813612e-05,-15.96442854961832,-49.40223259541985,1.0,0.04781398797156357,0.01639344262295082,BAIXO
GUARAÍTA,2026-06-21,0.2,0,6,6,1,0.0001203550696065,-15.655710917941402,-50.06909189298791,1.0,0.046799119491241103,0.012295081967213115,BAIXO
ÁGUA LIMPA,2026-06-21,0.0,5,6,6,1,2.215123980489188e-05,-17.931234278399998,-48.799315130206665,0.0,0.01112774271557702,0.00819672131147541,BAIXO
ALOÂNDIA,2026-06-21,0.0,1,6,6,1,6.276184611386032e-05,-17.68815894117647,-49.45926305882353,0.0,0.010689944860882705,0.004098360655737705,BAIXO
NIQUELÂNDIA,2026-06-22,0.0,5,6,0,1,0.0702666861597576,-14.555710756178348,-48.323001755813664,16.54513888888889,0.9653933699116954,1.0,ALTO
CAVALCANTE,2026-06-22,0.0,5,6,0,1,0.0610547238995633,-13.605372533203356,-47.74998846789225,13.759398496240602,0.9346711889209519,0.9959016393442623,ALTO
BARRO ALTO,2026-06-22,0.0,5,6,0,1,0.0070197278941702,-14.9246949793272,-48.89831318663708,2.274193548387097,0.8999466316515006,0.9918032786885246,ALTO
CRISTALINA,2026-06-22,0.0,6,6,0,1,0.0132176447915789,-16.729108968671913,-47.51949739378938,4.318181818181818,0.8910470720686354,0.9877049180327869,ALTO
FORMOSA,2026-06-22,0.0,5,6,0,1,0.0326974450760009,-15.366385635807053,-47.255312528185605,4.150837988826815,0.88716780844959,0.9836065573770492,ALTO
PORANGATU,2026-06-22,0.0,4,6,0,1,0.0130825222287691,-13.295151272205969,-49.25062116604489,8.9,0.8761865326893034,0.9795081967213115,ALTO
LUZIÂNIA,2026-06-22,0.0,6,6,0,1,0.0070248965167913,-16.41158591502055,-47.9402484582945,3.549504950495049,0.8733713358290018,0.9754098360655737,ALTO
IPAMERI,2026-06-22,0.0,7,6,0,1,0.0082203250915953,-17.453901960073118,-47.994679662267664,5.139896373056994,0.8662210365803186,0.9713114754098361,ALTO
PLANALTINA,2026-06-22,0.0,5,6,0,1,0.0220286696113048,-15.297339114149969,-47.82804373552916,6.205128205128205,0.8566350884227886,0.9672131147540983,ALTO
SÃO JOÃO D'ALIANÇA,2026-06-22,0.0,5,6,0,1,0.0174500083436336,-14.47092130372994,-47.44566869827519,4.917582417582418,0.8501789288830601,0.9631147540983607,ALTO
FLORES DE GOIÁS,2026-06-22,0.0,5,6,0,1,0.0204832514475835,-14.69582900883936,-46.88334718801356,4.961538461538462,0.8316024943729682,0.9590163934426229,ALTO
NOVA CRIXÁS,2026-06-22,0.0,1,6,0,1,0.0140461011602819,-14.109081491545986,-50.60644025233707,11.0,0.826588722584653,0.9549180327868853,ALTO
PADRE BERNARDO,2026-06-22,0.0,5,6,0,1,0.0171465363583066,-15.387542873502616,-48.24234321428453,3.821138211382114,0.7999722699690995,0.9508196721311475,ALTO
MONTE ALEGRE DE GOIÁS,2026-06-22,0.0,6,6,0,1,0.0256814090551314,-13.350813143278856,-46.98514054795142,5.746268656716418,0.7962617004261223,0.9467213114754098,ALTO
SÃO MIGUEL DO ARAGUAIA,2026-06-22,0.0,4,6,0,1,0.0108009445288652,-13.03457954651454,-50.31087167757311,5.801418439716312,0.7902462065658613,0.9426229508196722,ALTO
SÃO DOMINGOS,2026-06-22,0.0,6,6,0,1,0.0184815177438814,-13.484742034647564,-46.3952483067699,5.164179104477612,0.7658748207124345,0.9385245901639344,ALTO
CRIXÁS,2026-06-22,0.0,5,6,0,1,0.0142565379384284,-14.80659158075239,-50.06889904182484,3.504,0.7636879347461899,0.9344262295081968,ALTO
URUAÇU,2026-06-22,0.0,6,6,0,1,0.0084898318425548,-14.424659723475168,-49.081429732121045,2.8306451612903225,0.7538184440455352,0.930327868852459,ALTO
MINAÇU,2026-06-22,0.0,5,6,0,1,0.0177172999706126,-13.517945024690189,-48.337109129169214,5.321428571428571,0.7487960339060681,0.9262295081967213,ALTO
ALTO PARAÍSO DE GOIÁS,2026-06-22,0.0,5,6,0,1,0.0136045531135044,-14.194794675020932,-47.58800995260268,5.992063492063492,0.7479502468313896,0.9221311475409836,ALTO
ÁGUA FRIA DE GOIÁS,2026-06-22,0.0,5,6,0,1,0.0101031804750111,-14.959240097702764,-47.8720093319421,3.768421052631579,0.7349905307786831,0.9180327868852459,ALTO
MINEIROS,2026-06-22,2.1,0,6,0,1,0.0275280840801993,-17.758011413392754,-52.819223041509886,9.509174311926603,0.7321177290902425,0.9139344262295082,ALTO
CATALÃO,2026-06-22,0.0,1,6,0,1,0.0067051802889407,-17.859620758114687,-47.65795514226879,6.779220779220779,0.7277061077657235,0.9098360655737705,ALTO
CAIAPÔNIA,2026-06-22,2.7,0,6,0,1,0.0142749973049324,-17.02333953529842,-51.80903000805655,7.114832535885167,0.7243194797737922,0.9057377049180327,ALTO
PARAÚNA,2026-06-22,0.6,0,6,0,1,0.0093854803053326,-17.025229406670206,-50.64132283176662,7.314814814814815,0.7175730513106668,0.9016393442622951,ALTO
NOVA ROMA,2026-06-22,0.0,5,6,0,1,0.0121329724157994,-13.714942640576536,-47.01834764226104,5.73015873015873,0.7155921707367546,0.8975409836065574,MÉDIO
JUSSARA,2026-06-22,0.0,1,6,0,1,0.0097384233928906,-15.53774041723269,-51.30291227238109,7.694117647058824,0.712219631683465,0.8934426229508197,MÉDIO
VILA PROPÍCIO,2026-06-22,0.0,5,6,0,1,0.0090901304412674,-15.174992710889834,-48.74270162202432,3.1449275362318843,0.6914845612274276,0.889344262295082,MÉDIO
ANÁPOLIS,2026-06-22,0.0,6,6,0,1,0.0025665903187268,-16.327248789404404,-48.95399874795129,2.279279279279279,0.6898246377666987,0.8852459016393442,MÉDIO
VILA BOA,2026-06-22,0.0,8,6,0,1,0.0051088142736682,-14.984552679127855,-47.06563145675107,4.597402597402597,0.6883499007140645,0.8811475409836066,MÉDIO
MIMOSO DE GOIÁS,2026-06-22,0.0,5,6,0,1,0.0153441638128486,-15.0302729730905,-48.33825202036574,5.0,0.6813125567206398,0.8770491803278688,MÉDIO
CAMPINAÇU,2026-06-22,0.0,4,6,0,1,0.0107566420492554,-13.868181231222769,-48.55699372818981,7.882352941176471,0.6718505689451372,0.8729508196721312,MÉDIO
